name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,longitude,latitude,easting,northing,runtime
Troubadour Wembley Park Theatre,Fulton Road,,,,,,,,,-0.2817884536759514,51.56085053698574,518981.3968192088,186168.5883621346,10/17/2021
"Assembly Rooms, Surbiton",138 Maple Road, Surbiton,NA,Kingston upon Thames,NA,128012933,E09000021,Grove,E05000408,-0.3084259634104032,51.396239372785324,517558.33868540253,167823.83715724957,10/17/2021
George Wood Theatre ,Goldsmith's College, University of London,NA,Lewisham,NA,100023000000,E09000023,New Cross,E05000449,-0.03771247917133249,51.47568861221421,536149.2429007317,177126.135651234,10/17/2021
Greenwich & Lewisham Young People's Theatre,The Tramshed, 51-53 Woolwich New Road,NA,Greenwich,http://www.glypt.co.uk/,100023000000,E09000011,Woolwich Riverside,E05000230,0.0663930789412,51.490012927078496,543331.8397495545,178917.5325181157,10/17/2021
Piccadilly Theatre,16 Denman St, Soho,NA,City of Westminster,https://www.piccadillytheatre.org/,100023000000,E09000033,West End,E05000649,-0.13698033213759486,51.51156528850338,529155.9161177657,180934.85208039073,10/17/2021
Bacon's College Theatre,Timber Pond Road, Rotherhithe,NA,Southwark,NA,200003000000,E09000028,Rotherhithe,E05011112,-0.04386252398093959,51.502875561798646,535641.52779856,180137.32080730412,10/17/2021
Courtyard Theatre,40 Pitfield Street,NA,NA,Hackney,NA,10091002509,E09000012,Hoxton West,E05009378,-0.08496288918437335,51.52838974209928,532715.5464827259,182898.55251109053,10/17/2021
Dugdale Arts Centre,39 London Road, Enfield,NA,Enfield,https://www.dugdalecentre.co.uk/,207007119,E09000010,Grange,E05000200,-0.08231178294641245,51.65033224944441,532543.662169537,196460.82503753813,10/17/2021
Bloomsbury Theatre,15 Gordon St, Bloomsbury,NA,Camden,https://www.thebloomsbury.com/,5007085,E09000007,Bloomsbury,E05000129,-0.1345818622860995,51.52583300840003,529281.8748037714,182525.38384192612,10/17/2021
Etcetera Theatre,265 Camden High St,NA,NA,Camden,http://www.etceteratheatre.com/,5007472,E09000007,Camden Town with Primrose Hill,E05000130,-0.14555410827825083,51.54065446198819,528479.1773583092,184153.89664371754,10/17/2021
KOKO,1A Camden High St, Kings Cross,NA,Camden,http://www.koko.uk.com/,5023741,E09000007,Regent's Park,E05000142,-0.14087645906001514,51.53549101727448,528818.0577995429,183588.0543965929,10/17/2021
Phoenix Theatre,110 Charing Cross Road,NA,NA,City of Westminster,NA,5037592,E09000033,West End,E05000649,-0.13131825786002932,51.51517556148136,529538.462405148,181346.26098318392,10/17/2021
Shaftesbury Theatre,210 Shaftesbury Ave,NA,NA,Camden,http://www.shaftesburytheatre.com/,5038488,E09000007,Holborn and Covent Garden,E05000138,-0.127702348826003,51.5167859675125,529784.7073418836,181531.7203845898,10/17/2021
Conway Hall,25 Red Lion Square,NA,NA,Camden,https://conwayhall.org.uk/,5048256,E09000007,Holborn and Covent Garden,E05000138,-0.11991920012841055,51.52030279323144,530314.5367670143,181936.57052723167,10/17/2021
Theatro Technis,26 Crowndale Rd, Kings Cross,NA,Camden,http://www.theatrotechnis.com/,5061419,E09000007,St. Pancras and Somers Town,E05000143,-0.13576398548108515,51.53604906665467,529170.9561883811,183659.12411658384,10/17/2021
Tristan Bates Theatre,1A Tower St, London,NA,City of Westminster,https://www.tristanbatestheatre.co.uk/,5077305,E09000033,West End,E05000649,-0.12968409296420888,51.5137962091418,529655.7378990743,181195.80146272504,10/17/2021
Lion and Unicorn Theatre,42-44 Gaisford St, Kentish Town,NA,Camden,http://www.lionandunicorntheatre.co.uk/,5082943,E09000007,Kentish Town,E05000139,-0.14142272432030928,51.54861882368309,528743.103259554,185046.656916828,10/17/2021
Dominion Theatre,268-269 Tottenham Court Rd, Fitzrovia,NA,Camden,https://www.nederlander.co.uk/dominion-theatre,5083050,E09000007,Bloomsbury,E05000129,-0.13124801330240046,51.5174718389579,529536.8169264615,181601.68648537534,10/17/2021
Shaw Theatre,100-110 Euston Rd, Kings Cross,NA,Camden,https://www.shaw-theatre.com/,5083194,E09000007,St. Pancras and Somers Town,E05000143,-0.12971742775567804,51.52915480473698,529609.7881512711,182903.31988058606,10/17/2021
Embassy Theatre,The Royal Central School of Speech and Drama, 62-64 Eton Ave,NA,Camden,https://www.cssd.ac.uk/content/facilities,5084778,E09000007,Frognal and Fitzjohns,E05000133,-0.1757821912485239,51.54483350251209,526371.9251420154,184565.8109439715,10/17/2021
Cambridge Theatre,Earlham Street,NA,NA,Camden,http://www.reallyusefultheatres.co.uk/our-theatres/cambridge,5089373,E09000007,Holborn and Covent Garden,E05000138,-0.12798826395696633,51.51402121910827,529772.7363170394,181223.82727669313,10/17/2021
Haverstock School Theatre ,Haverstock School, 24 Haverstock Hill,NA,Camden,NA,5090679,E09000007,Haverstock,E05000136,-0.15502351905747053,51.54480978684451,527811.0279618391,184599.28262193536,10/17/2021
St Martin's Theatre,West St,NA,NA,City of Westminster,https://www.the-mousetrap.co.uk/,5090739,E09000033,West End,E05000649,-0.12921562921709398,51.513350159133026,529689.5022257699,181147.0405281594,10/17/2021
Roundhouse,Chalk Farm Rd, Camden Town,NA,Camden,http://www.roundhouse.org.uk/,5109516,E09000007,Camden Town with Primrose Hill,E05000130,-0.1528914400038746,51.54354905371327,527962.3671899772,184462.8447002428,10/17/2021
Ambassadors Theatre,West St,NA,NA,City of Westminster,https://www.theambassadorstheatre.co.uk/Online/,5110511,E09000033,West End,E05000649,-0.1295693977545588,51.51350873810073,529664.5108682419,181164.04381093656,10/17/2021
Bridge House Theatre,2 High St,NA,NA,Bromley,https://www.bhtheatre.com/,100020000000,E09000006,Crystal Palace,E05000116,-0.0622302193400366,51.418584057898876,534615.1075073112,170732.03551028605,10/17/2021
Lauderdale House,Waterlow Park, Highgate Hill,NA,Camden,http://lauderdalehouse.org.uk/,5132343,E09000007,Highgate,E05000137,-0.14491124011958625,51.570165507552694,528440.5108451743,187436.0738217046,10/17/2021
Hampstead Theatre,Eton Avenue, Swiss Cottage,NA,Camden,https://www.hampsteadtheatre.com/,5134828,E09000007,Belsize,E05000128,-0.1739763621958205,51.544562560495,526497.861221479,184538.81198670832,10/17/2021
Donmar Warehouse,41 Earlham St,NA,NA,Camden,https://www.donmarwarehouse.com/,5147687,E09000007,Holborn and Covent Garden,E05000138,-0.1273173410795329,51.514568180008915,529817.7216773893,181285.82977395627,10/17/2021
New Diorama Theatre,15-16 Triton St, London ,NA,Camden,http://www.newdiorama.com/,5155688,E09000007,Regent's Park,E05000142,-0.143924929318968,51.5254148784524,528635.1032364792,182462.41015309154,10/17/2021
Gillian Lynne Theatre,166 Drury Ln,NA,NA,Camden,http://www.reallyusefultheatres.co.uk/our-theatres/new-london,5157611,E09000007,Holborn and Covent Garden,E05000138,-0.1243786598230061,51.51594210606206,530017.657726777,181443.80604828522,10/17/2021
Camden People's Theatre,58-60 Hampstead Rd, Kings Cross,NA,Camden,https://www.cptheatre.co.uk/,5158137,E09000007,Regent's Park,E05000142,-0.1399723532255683,51.52689881428192,528905.0274024745,182634.35947741976,10/17/2021
Pentameters Theatre,The Horseshoe, 28 Heath St,NA,Camden,http://www.pentameters.co.uk/,5162760,E09000007,Frognal and Fitzjohns,E05000133,-0.18004119547055272,51.55628230425253,526045.0008284601,185831.34268318396,10/17/2021
Upstairs at The Gatehouse,Highgate Village,NA,NA,Haringey,http://www.upstairsatthegatehouse.com/,5166442,E09000014,Highgate,E05000272,-0.15193565469927509,51.57246809026717,527947.3611892195,187679.7416605156,10/17/2021
Platform Theatre,Central Saint Martin's, 1 Handyside St, Kings Cross,Camden,NA,5167112,E09000007,St. Pancras and Somers Town,E05000143,-0.12519607870094518,51.53743114924061,529899.746360794,183831.5192457654,10/17/2021
Wiltons Music Hall,1 Graces Alley, Whitechapel,NA,Tower Hamlets,https://www.wiltons.org.uk/,6006845,E09000030,Whitechapel,E05009336,-0.06855098152314887,51.5111242301771,533904.3177072529,181008.89950051653,10/17/2021
Half Moon Young Peopleâ€™s Theatre,43 White Horse Road,NA,NA,Tower Hamlets,http://www.halfmoon.org.uk/,6044554,E09000030,Stepney Green,E05009334,-0.04222055336179672,51.51423921425979,535721.6696195585,181403.7525289107,10/17/2021
The Half Moon,10 Half Moon Lane, Herne Hill,NA,Southwark,http://www.halfmoonhernehill.co.uk/,6044554,E09000028,Dulwich Village,E05011100,-0.0978911721042054,51.4533918452999,532035.7116524508,174536.97214123653,10/17/2021
The Space,269 Westferry Rd, Isle of Dogs,NA,Tower Hamlets,https://space.org.uk/,6060149,E09000030,Island Gardens,E05009324,-0.02581689990938972,51.49268042767557,536924.180950054,179037.45373557467,10/17/2021
The Yard Theatre,Unit 2A, Queenâ€™s Yard,White Post Lane,Tower Hamlets,https://theyardtheatre.co.uk/,6077552,E09000030,Bow East,E05009319,-0.024359022337676145,51.54300955723465,536874.3155735427,184635.68538884714,10/17/2021
Chisenhale Dance Space,64-84 Chisenhale Rd,NA,NA,Tower Hamlets,http://www.chisenhaledancespace.co.uk/,6146768,E09000030,Bow West,E05009320,-0.0400691300878303,51.53413798560607,535811.6628177078,183620.02780056524,10/17/2021
Toynbee Studios,28 Commercial St,NA,NA,Tower Hamlets,https://www.artsadmin.co.uk/toynbee-studios,6183707,E09000030,Spitalfields & Banglatown,E05009333,-0.07392359297470631,51.517003617717734,533514.4023954292,181652.7429910199,10/17/2021
Rich Mix,35-47 Bethnal Green Rd, London,NA,Tower Hamlets,https://www.richmix.org.uk/,6192962,E09000030,Weavers,E05009335,-0.07541260710627984,51.524742821169056,533388.4921025058,182510.46023214282,10/17/2021
Grange Court Theatre ,Drama Studio London, Grange Court,NA,Ealing,NA,12084359,E09000009,Ealing Common,E05000174,-0.3054568839768728,51.509917155602686,517472.3670908986,180467.37932247098,10/17/2021
The Questors Theatre,12 Mattock Ln,NA,NA,Ealing,http://www.questors.org.uk/,12084402,E09000009,Walpole,E05000192,-0.31124231002353125,51.51221678004136,517065.1005253757,180713.76967865106,10/17/2021
Lyric Hammersmith,Lyric Square, King St,NA,Hammersmith and Fulham,https://lyric.co.uk/,34027053,E09000013,Hammersmith Broadway,E05000256,-0.22787712260406484,51.49375939028386,522898.0447134813,178798.50019214564,10/17/2021
Eventim Apollo,45 Queen Caroline Street, Hammersmith,NA,Hammersmith and Fulham,NA,34030384,E09000013,Hammersmith Broadway,E05000256,-0.22701032963284334,51.49099868707071,522965.63271511585,178493.01959322824,10/17/2021
Shepherds Bush Empire,Shepherd's Bush Green,NA,NA,Hammersmith and Fulham,https://academymusicgroup.com/o2shepherdsbushempire/,34030760,E09000013,Shepherd's Bush Green,E05000263,-0.22607049220849804,51.503937464738584,522996.00901298743,179933.14873582538,10/17/2021
Bush Theatre,7 Uxbridge Rd, Shepherd's Bush,NA,Hammersmith and Fulham,https://www.bushtheatre.co.uk/,34032421,E09000013,Shepherd's Bush Green,E05000263,-0.22704543078226302,51.5055342950238,522924.063329444,180109.04657961597,10/17/2021
Barons Court Theatre,28a Comeragh Rd,NA,NA,Hammersmith and Fulham,http://www.offwestend.com/index.php/theatres/view/42,34128758,E09000013,North End,E05000258,-0.2123375178896296,51.48963907053891,523987.6860060262,178366.63373724307,10/17/2021
The Bhavan Centre,4A Castletown Rd, Hammersmith,NA,Hammersmith and Fulham,http://www.bhavan.net/,34140084,E09000013,North End,E05000258,-0.2081939313937273,51.48990811744111,524274.54611582845,178403.58022170962,10/17/2021
Riverside Studios,101 Queen Caroline Street, Hammersmith,NA,Hammersmith and Fulham,http://www.riversidestudios.co.uk/,34153945,E09000013,North End,E05000258,-0.2081939313937273,51.48990811744111,524274.54611582845,178403.58022170962,10/17/2021
Sainsbury Theatre,155 Talgarth Rd,NA,NA,Hammersmith and Fulham,https://www.lamda.ac.uk/hire-our-spaces,34160370,E09000013,Avonmore and Brook Green,E05000252,-0.21552325487419968,51.49106287784542,523762.7152090829,178519.5369211816,10/17/2021
Teatr Polski,Polish Centre, 238-46 King Street,NA,Hammersmith and Fulham,http://www.posk.org/c5/en/home/,34160956,E09000013,Ravenscourt Park,E05000261,-0.23901505573817486,51.49403513904844,522124.3276733131,178810.4933782622,10/17/2021
New Wimbledon Theatre,93 The Broadway, Wimbledon,NA,Merton,http://www.atgtickets.com/venues/new-wimbledon-theatre/,48008413,E09000024,Trinity,E05000471,-0.20289575274767788,51.41980862790408,524833.615888894,170618.91068412922,10/17/2021
Polka Theatre,240 The Broadway, Wimbledon,NA,Merton,https://polkatheatre.com/,48008566,E09000024,Trinity,E05000471,-0.1960784350015646,51.420198742717,525306.437403751,170673.9341458917,10/17/2021
Merton Arts Space,Compton Rd, Wimbledon,NA,Merton,https://arena.yourlondonlibrary.net/web/merton/merton-arts-space-wimbledon,48017144,E09000024,Hillside,E05000462,-0.20846541314417708,51.423743155778226,524435.7545531882,171046.8639574952,10/17/2021
Collyer Hall Theatre,King's College School, Southside, Wimbledon Common,Merton,https://www.kcs.org.uk/the-kings-community/venue-hire/performance-venues,48065710,E09000024,Village,E05000472,-0.22770748483034164,51.42244792716742,523101.7858462363,170870.3194036032,10/17/2021
Lantern Arts Centre,Tolverne Road, Raynes Park,NA,Merton,https://www.lanternarts.org/,48111953,E09000024,Raynes Park,E05000469,-0.2314599239229045,51.411899082908896,522869.2512730361,169691.22387073847,10/17/2021
The Colour House Theatre,Merton Abbey Mills, Watermill Way,NA,Merton,http://www.colourhousetheatre.co.uk/,48112460,E09000024,Abbey,E05000455,-0.18476621267758112,51.41351460609228,526111.1897237888,169950.22707572102,10/17/2021
Bridewell Theatre,14 Bride Ln, Fleet St,NA,City and County of the City of London,http://www.sbf.org.uk/venue-hire/bridewell-theatre/,95511225,E09000001,Castle Baynard,E05009297,-0.10660338919514775,51.51401961793313,531256.1807636346,181261.83096171508,10/17/2021
The Red Hedgehog,255 - 257 Archway Road, Highgate,NA,Haringey,http://www.theredhedgehog.co.uk/,100021000000,E09000014,Highgate,E05000272,-0.14557858750118682,51.57665106807653,528375.9791425845,188155.96110266278,10/17/2021
Milton Court,1 Milton Street,NA,NA,City and County of the City of London,https://www.barbican.org.uk/hire/venue-hire/venues/milton-court-concert-hall,95511391,E09000001,Cripplegate,E05009302,-0.09268289830907035,51.52054718619129,532202.9121104548,182012.64555071894,10/17/2021
Barbican Theatre,Silk St,NA,NA,City and County of the City of London,https://www.barbican.org.uk/,95512046,E09000001,Aldersgate,E05009288,-0.09571360542190653,51.520470169199285,531992.9286539529,181998.60965098982,10/17/2021
The Broadway,11-13 Broadway, Barking,NA,Barking and Dagenham,https://www.thebroadwaybarking.com/,100058301,E09000002,Abbey,E05000026,0.0757022762528122,51.536390321851414,543831.6366191416,184091.87240238278,10/17/2021
Tara Theatre,356 Garratt Ln,NA,NA,Wandsworth,https://www.tara-arts.com/,121011012,E09000032,Earlsfield,E05000612,-0.18943917521719103,51.44228795092532,525707.222586451,173141.20630361367,10/17/2021
Battersea Arts Centre,Lavender Hill,NA,NA,Wandsworth,https://www.bac.org.uk/,121015942,E09000032,Shaftesbury,E05000623,-0.16241482231889132,51.46567840164486,527519.5591202902,175788.53954675468,10/17/2021
Rose Theatre,24-26 High St, Kingston upon Thames,NA,Richmond upon Thames,https://www.rosetheatrekingston.org/,128029778,E09000027,Hampton Wick,E05000522,-0.3092911923487854,51.408777676331695,517465.957473641,169216.4947213921,10/17/2021
All Saints Arts Centre,122 Oakleigh Rd North, Whetstone,NA,Barnet,NA,200088136,E09000003,Oakleigh,E05000058,-0.17525466208750679,51.63269014380219,526164.6285730546,194334.66654003697,10/17/2021
The Bull Theatre,68 High St, Barnet,NA,Barnet,https://www.thebulltheatre.com/,200148795,E09000003,High Barnet,E05000056,-0.20096385841041747,51.653603403545866,524328.5649529024,196615.7220233351,10/17/2021
artsdepot,5 Nether St, Tally Ho Corner, North Finchley,Barnet,https://www.artsdepot.co.uk/,200198999,E09000003,West Finchley,E05000061,-0.1778996827887166,51.61346126926521,526034.9403038005,192192.23579849966,10/17/2021
The Kiln,269 Kilburn High Rd, Kilburn,NA,Brent,https://kilntheatre.com/,202124574,E09000005,Kilburn,E05000094,-0.20199356192404672,51.54423111173105,524556.5359476067,184453.83317116735,10/17/2021
Millfield Theatre,Silver St, Edmonton,NA,Enfield,https://www.millfieldtheatre.co.uk/,207016763,E09000010,Haselbury,E05000201,-0.07990445779681846,51.616700680572905,532808.3283824747,192726.0205306051,10/17/2021
Intimate Theatre,521 Green Lanes, Palmers Green,NA,Enfield,http://www.smptheatre.co.uk/faqs/the-intimate-theatre/,207035876,E09000010,Winchmore Hill,E05000213,-0.10514943387139455,51.62504171624158,531037.074345609,193607.79197320458,10/17/2021
Chickenshed Theatre,290 Chase Side, Southgate,NA,Enfield,https://www.chickenshed.org.uk/,207078080,E09000010,Cockfosters,E05000196,-0.14685179913905314,51.644930997223156,528095.2568204986,195745.07884413016,10/17/2021
Chelsea Theatre,7 World's End Place, King's Rd, Chelsea,Kensington and Chelsea,http://www.chelseatheatre.org.uk/,217005389,E09000020,Stanley,E05009405,-0.1812371902860874,51.48215635297819,526166.9284303767,177587.89619424002,10/17/2021
Opera Holland Park Theatre,Ilchester Place, Kensington,NA,Kensington and Chelsea,http://www.operahollandpark.com/,217038848,E09000020,Holland,E05009397,-0.20444934346071145,51.50115651634619,524503.7743574867,179660.556473338,10/17/2021
The Playground Theatre,8 Latimer Industrial Estate, Latimer Rd,NA,Hammersmith and Fulham,http://theplaygroundtheatre.london/,217052352,E09000013,College Park and Old Oak,E05000253,-0.22600174803065223,51.518314118404724,522962.045833069,181531.68319343904,10/17/2021
Print Room at the Coronet,103 Notting Hill Gate, Kensington,NA,Kensington and Chelsea,https://www.the-print-room.org/,217059398,E09000020,Pembridge,E05009400,-0.20048507588142672,51.508996446797,524757.4253890738,180538.96557241038,10/17/2021
The Tabernacle W11,34-35 Powis Square,NA,NA,Kensington and Chelsea,https://www.tabernaclew11.com/,217070132,E09000020,Colville,E05009392,-0.20314396319684555,51.51721062864502,524550.5432579648,181447.6948121494,10/17/2021
Royal Court Theatre,Sloane Square, Chelsea,NA,Kensington and Chelsea,https://royalcourttheatre.com/,217078033,E09000020,Royal Hospital,E05009403,-0.15799890356956667,51.49312267230601,527749.3913468373,178847.47272615734,10/17/2021
Cadogan Hall,5 Sloane Terrace, Belgravia,NA,Kensington and Chelsea,https://www.cadoganhall.com/,217078765,E09000020,Royal Hospital,E05009403,-0.15910381480434369,51.49394057575294,527670.4230143917,178936.47768371872,10/17/2021
Drayton Arms Theatre,153 Old Brompton Road,NA,NA,Kensington and Chelsea,http://www.thedraytonarmstheatre.co.uk/index.php,217101579,E09000020,Redcliffe,E05009402,-0.18515721072684257,51.49115439458023,525870.0001064772,178581.54289749102,10/17/2021
Gate Theatre,11 Pembridge Rd, Notting Hill,NA,Kensington and Chelsea,https://www.gatetheatre.co.uk/,217105236,E09000020,Pembridge,E05009400,-0.199262214493141,51.510038369549356,524839.4144737088,180656.89518847998,10/17/2021
Finborough Theatre,118 Finborough Road, Kensington,NA,Kensington and Chelsea,http://www.finboroughtheatre.co.uk/,217112560,E09000020,Redcliffe,E05009402,-0.1911104669773156,51.48666972967394,525469.1430335672,178072.7069762465,10/17/2021
Almeida Theatre,Almeida St, Islington,NA,Islington,https://almeida.co.uk/,5300001086,E09000019,St. Mary's,E05000379,-0.10557006542963196,51.53995317672141,531253.2182870964,184146.97951371584,10/17/2021
Young Actors Theatre,70-72 Barnsbury Road,NA,NA,Islington,NA,5300006610,E09000019,Barnsbury,E05000366,-0.11253337725049989,51.53663920388601,530779.9610855274,183766.05413940997,10/17/2021
Union Chapel,19b Compton Terrace,NA,NA,Islington,http://www.unionchapel.org.uk/,5300023057,E09000019,St. Mary's,E05000379,-0.10433130667248795,51.544779687747315,531325.1960319588,184685.81187146466,10/17/2021
The Little Angel Theatre,14 Dagmar Passage, Islington,NA,Islington,https://littleangeltheatre.com/,5300026580,E09000019,St. Mary's,E05000379,-0.10287731781767259,51.53952324655064,531441.1441618903,184104.01708378404,10/17/2021
